Date Of Test,Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
2017-07-02 01:09:26,-126,1.100000024,901.06,90,1,2,0.5,4.2
2017-07-02 01:11:59,-126,1.100000024,901.06,90,1,2,0.56,4.4
2017-07-02 01:13:07,-69,0,351.73,60,1,1,3.68,4.4
2017-07-02 01:14:33,-126,0.1599999964,915.02,90,1,2,0.61,4.4
2017-07-02 01:19:40,-126,1.450000048,980.03,90,1,2,0.54,4.4
2017-07-02 01:19:41,-63,15.27999973,141.94,60,1,1,3.61,2.7
2017-07-02 01:22:13,-126,1.450000048,980.03,90,1,2,0.65,4.4
2017-07-02 01:24:45,-126,1.450000048,980.03,90,1,2,0.73,4.3
2017-07-02 01:27:18,-126,1.450000048,980.03,90,1,2,0.66,4.4
2017-07-02 01:29:50,-126,1.450000048,980.03,90,1,2,0.52,4.4
2017-07-02 01:32:23,-126,1.450000048,980.03,90,1,2,0.64,4.4
2017-07-02 01:34:55,-126,1.450000048,980.03,90,1,2,0.51,4.4
2017-07-02 01:37:28,-126,1.450000048,980.03,90,1,2,0.61,4.3
2017-07-02 01:38:25,-79,12.52000046,915.54,60,1,1,3.35,2.7
2017-07-02 01:40:01,-126,1.450000048,980.03,90,1,2,0.58,4.4
2017-07-02 01:42:34,-126,1.450000048,980.03,90,1,2,0.54,4.4
2017-07-02 01:44:59,-83,1.039999962,275.98,60,1,1,3.53,2.7
2017-07-02 01:45:07,-126,1.450000048,980.03,90,1,2,0.65,4.4
2017-07-02 01:47:39,-126,1.450000048,980.03,90,1,2,0.57,4.4
2017-07-02 01:50:13,-122,1.450000048,980.03,90,1,2,0.55,4.4
2017-07-02 01:51:34,-65,0,336.11,60,1,1,3.46,2.7
2017-07-02 01:52:45,-122,1.450000048,980.03,90,1,2,0.65,4.4
2017-07-02 01:55:18,-122,1.450000048,980.03,90,1,2,0.6,4.4
2017-07-02 02:00:23,-122,1.450000048,980.03,90,1,2,0.59,4.4
2017-07-02 02:02:56,-122,1.450000048,980.03,90,1,2,0.62,4.4
2017-07-02 02:03:08,-69,0.1700000018,74.92,60,1,1,3.75,1
2017-07-02 02:05:29,-122,1.450000048,980.03,90,1,2,0.67,4.4
2017-07-02 02:08:02,-122,1.450000048,980.03,90,1,2,0.59,4.4
2017-07-02 02:10:35,-122,1.450000048,980.03,90,1,2,0.54,4.4
2017-07-02 02:13:27,-122,1.340000033,863.61,90,1,2,0.57,4.4
2017-07-02 02:14:42,-63,0,415.47,60,1,1,3.94,2.7
2017-07-02 02:15:59,-122,1.340000033,863.61,90,1,2,0.6,4.4
2017-07-02 02:18:32,-122,1.340000033,863.61,90,1,2,0.64,4.4
2017-07-02 02:21:05,-122,1.340000033,863.61,90,1,2,0.58,4.4
2017-07-02 02:23:37,-122,1.340000033,863.61,90,1,2,0.63,4.4
2017-07-02 02:26:10,-122,1.340000033,863.61,90,1,2,0.61,4.4
2017-07-02 02:28:43,-122,1.340000033,863.61,90,1,2,0.54,4.4
2017-07-02 02:31:16,-122,1.340000033,863.61,90,1,2,0.65,4.4
2017-07-02 02:31:36,-67,5.369999886,181.48,60,1,1,4.6,2.7
2017-07-02 02:33:48,-122,1.340000033,863.61,90,1,2,0.54,4.4
2017-07-02 02:36:21,-122,1.340000033,863.61,90,1,2,0.64,4.4
2017-07-02 02:38:10,-79,9.619999886,490.73,60,1,1,4.08,2.7
2017-07-02 02:38:53,-122,1.340000033,863.61,90,1,2,0.62,4.4
2017-07-02 02:41:26,-122,1.340000033,863.61,90,1,2,0.57,4.4
2017-07-02 02:43:59,-122,1.340000033,863.61,90,1,2,0.61,4.4
2017-07-02 02:46:31,-122,1.340000033,863.61,90,1,2,0.59,4.4
2017-07-02 02:49:04,-122,1.340000033,863.61,90,1,2,0.67,4.4
2017-07-02 02:51:36,-122,1.340000033,863.61,90,1,2,0.57,4.4
2017-07-02 02:54:09,-122,1.340000033,863.61,90,1,2,0.53,4.4
2017-07-02 02:56:42,-122,1.340000033,863.61,90,1,2,0.67,4.4
2017-07-02 02:56:56,-79,5.190000057,221.75,60,1,1,3.81,4.4
2017-07-02 02:59:15,-122,1.340000033,863.61,90,1,2,0.5,4.4
2017-07-02 03:01:48,-122,1.340000033,863.61,90,1,2,0.65,4.4
2017-07-02 03:03:30,-83,0,5124.81,60,1,1,4.36,4.3
2017-07-02 03:04:21,-122,1.340000033,863.61,90,1,2,0.6,4.4
2017-07-02 03:06:53,-122,1.340000033,863.61,90,1,2,0.69,4.4
2017-07-02 03:09:26,-122,1.340000033,863.61,90,1,2,0.58,4.4
2017-07-02 03:10:04,-77,11.57999992,360.01,60,1,1,3.51,4.4
2017-07-02 03:11:58,-122,1.340000033,863.61,90,1,2,0.75,4.4
2017-07-02 03:14:31,-122,1.340000033,863.61,90,1,2,0.65,4.4
2017-07-02 03:17:03,-122,1.340000033,863.61,90,1,2,0.67,4.4
2017-07-02 03:19:36,-122,1.340000033,863.61,90,1,2,0.59,4.4
2017-07-02 03:22:08,-122,1.340000033,863.61,90,1,2,0.63,4.4
2017-07-02 03:24:41,-122,1.029999971,950.47,90,1,2,0.55,4.4
2017-07-02 03:27:14,-122,0.2599999905,948.92,90,1,2,0.6,4.4
2017-07-02 03:30:06,-122,0.2599999905,948.92,90,1,2,0.57,4.4
2017-07-02 03:32:39,-122,0.2599999905,948.92,90,1,2,0.51,4.4
2017-07-02 03:33:13,-93,0,373.98,60,1,1,3.91,2.7
2017-07-02 03:35:11,-122,0.2599999905,948.92,90,1,2,0.66,4.4
2017-07-02 03:38:04,-122,0.2599999905,948.92,90,1,2,0.62,4.4
2017-07-02 03:40:37,-122,0.2599999905,948.92,90,1,2,0.69,4.4
2017-07-02 03:43:09,-122,0.2599999905,948.92,90,1,2,0.57,4.4
2017-07-02 03:45:42,-122,0.2599999905,948.92,90,1,2,0.55,4.4
2017-07-02 03:48:15,-122,0.2599999905,948.92,90,1,2,0.5,4.4
2017-07-02 03:50:07,-93,0,1087.13,60,1,1,3.73,4.4
2017-07-02 03:50:47,-122,0.6499999762,970.14,90,1,2,0.64,4.4
2017-07-02 03:53:20,-122,0.6499999762,970.14,90,1,2,0.59,4.4
2017-07-02 03:55:52,-122,0.6499999762,970.14,90,1,2,0.66,4.4
2017-07-02 03:56:41,-93,0,1098.03,60,1,1,3.58,2.7
2017-07-02 03:58:25,-122,0.6499999762,970.14,90,1,2,0.57,4.4
2017-07-02 04:00:57,-122,0.6499999762,970.14,90,1,2,0.71,4.4
2017-07-02 04:03:30,-122,0.6499999762,970.14,90,1,2,0.53,4.4
2017-07-02 04:06:03,-122,0.6499999762,970.14,90,1,2,0.61,4.4
2017-07-02 04:08:35,-122,0.6499999762,970.14,90,1,2,0.57,4.4
2017-07-02 04:11:08,-122,0.6499999762,970.14,90,1,2,0.54,4.4
2017-07-02 04:13:41,-122,0.6499999762,970.14,90,1,2,0.64,4.4
2017-07-02 04:15:27,-95,0,1079.75,60,1,1,4.36,2.7
2017-07-02 04:16:13,-122,0.6499999762,970.14,90,1,2,0.5,4.4
2017-07-02 04:18:45,-122,0.6499999762,970.14,90,1,2,0.63,4.4
2017-07-02 04:21:18,-122,0.6499999762,970.14,90,1,2,0.64,4.4
2017-07-02 04:22:01,-57,8.470000267,7.67,60,1,1,3.33,4.4
2017-07-02 04:23:51,-122,0.6499999762,970.14,90,1,2,0.66,4.4
2017-07-02 04:26:23,-122,0.6499999762,970.14,90,1,2,0.7,4.4
2017-07-02 04:28:36,-81,3.890000105,98.8,60,1,1,4.15,2.7
2017-07-02 04:28:56,-122,0.6499999762,970.14,90,1,2,0.66,4.4
2017-07-02 04:31:29,-122,0.6499999762,970.14,90,1,2,0.66,4.4
2017-07-02 04:34:01,-122,0.6499999762,970.14,90,1,2,0.68,4.4
2017-07-02 04:36:34,-122,0.6499999762,970.14,90,1,2,0.59,4.4
2017-07-02 04:39:07,-122,0.6499999762,970.14,90,1,2,0.46,4.4
2017-07-02 04:40:10,-79,5.050000191,454.45,60,1,1,3.77,2.7
2017-07-02 04:41:40,-122,0.6499999762,970.14,90,1,2,0.54,4.4
2017-07-02 04:44:12,-122,0.6499999762,970.14,90,1,2,0.59,4.4
2017-07-02 04:46:45,-122,0.6499999762,970.14,90,1,2,0.51,4.4
2017-07-02 04:49:17,-122,0.6499999762,970.14,90,1,2,0.62,4.4
2017-07-02 04:51:44,-71,7.389999866,76.24,60,1,1,4.12,2.7
2017-07-02 04:51:50,-122,0.6499999762,970.14,90,1,2,0.5,4.4
2017-07-02 04:54:22,-122,0.6499999762,970.14,90,1,2,0.52,4.4
2017-07-02 04:56:55,-122,0.6499999762,970.14,90,1,2,0.53,4.4
2017-07-02 04:59:27,-122,0.6499999762,970.14,90,1,2,0.6,4.4
2017-07-02 05:02:00,-122,0.6499999762,970.14,90,1,2,0.57,4.4
2017-07-02 05:04:33,-122,0.6499999762,970.14,90,1,2,0.56,4.4
2017-07-02 05:07:05,-122,0.6499999762,970.14,90,1,2,0.5,4.4
2017-07-02 05:08:39,-73,11.77999973,414.72,60,1,1,3.41,2.7
2017-07-02 05:09:38,-122,0.6499999762,970.14,90,1,2,0.61,4.4
2017-07-02 05:12:11,-122,0.6499999762,970.14,90,1,2,0.59,4.4
2017-07-02 05:14:43,-122,0.6499999762,970.14,90,1,2,0.61,4.4
2017-07-02 05:15:13,-81,26.19000053,333.66,60,1,1,3.56,2.7
2017-07-02 05:17:16,-122,0.5500000119,907.52,90,1,2,0.73,4.4
2017-07-02 05:19:49,-122,0.5500000119,907.52,90,1,2,0.55,4.4
2017-07-02 05:22:21,-122,0.5500000119,907.52,90,1,2,0.61,4.4
2017-07-02 05:24:54,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 05:27:26,-122,0.5500000119,907.52,90,1,2,0.6,4.4
2017-07-02 05:29:59,-122,0.5500000119,907.52,90,1,2,0.62,4.4
2017-07-02 05:32:32,-122,0.5500000119,907.52,90,1,2,0.66,4.4
2017-07-02 05:33:57,-75,12.47000027,269.08,60,1,1,3.96,2.7
2017-07-02 05:35:04,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 05:37:37,-122,0.5500000119,907.52,80.47,1,2,1.06,4.4
2017-07-02 05:40:09,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 05:40:31,-85,0.6800000072,4889.77,60,1,1,3.66,2.7
2017-07-02 05:42:42,-122,0.5500000119,907.52,90,1,2,0.5,4.4
2017-07-02 05:45:15,-122,0.5500000119,907.52,90,1,2,0.63,4.4
2017-07-02 05:47:06,-77,16.03000069,683.29,60,1,1,3.39,2.7
2017-07-02 05:47:47,-122,0.5500000119,907.52,90,1,2,0.53,4.4
2017-07-02 05:50:20,-122,0.5500000119,907.52,90,1,2,0.48,4.4
2017-07-02 05:52:52,-122,0.5500000119,907.52,90,1,2,0.54,4.4
2017-07-02 05:55:25,-122,0.5500000119,907.52,90,1,2,0.61,4.4
2017-07-02 05:57:58,-122,0.5500000119,907.52,90,1,2,0.63,4.4
2017-07-02 05:58:40,-77,16.20000076,331.23,60,1,1,3.48,2.7
2017-07-02 06:00:30,-122,0.5500000119,907.52,90,1,2,0.57,4.4
2017-07-02 06:03:03,-122,0.5500000119,907.52,90,1,2,0.62,4.4
2017-07-02 06:05:35,-122,0.5500000119,907.52,90,1,2,0.56,4.4
2017-07-02 06:08:28,-122,0.5500000119,907.52,90,1,2,0.62,4.4
2017-07-02 06:10:14,-85,2.940000057,2272.9,60,1,0,3.74,2.7
2017-07-02 06:11:01,-122,0.5500000119,907.52,90,1,2,0.6,4.4
2017-07-02 06:13:33,-122,0.5500000119,907.52,90,1,2,0.54,4.4
2017-07-02 06:16:06,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 06:18:38,-122,0.5500000119,907.52,90,1,2,0.5,4.3
2017-07-02 06:21:11,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 06:23:44,-122,0.5500000119,907.52,90,1,2,0.55,4.4
2017-07-02 06:26:17,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 06:28:49,-122,0.5500000119,907.52,90,1,2,0.53,4.4
2017-07-02 06:31:22,-122,0.5500000119,907.52,90,1,2,0.64,4.4
2017-07-02 06:33:55,-122,0.5500000119,907.52,90,1,2,0.66,4.4
2017-07-02 06:36:27,-122,0.5500000119,907.52,90,1,2,0.74,4.4
2017-07-02 06:39:00,-122,0.5500000119,907.52,90,1,2,0.54,4.4
2017-07-02 06:41:32,-122,0.5500000119,907.52,90,1,2,0.67,4.4
2017-07-02 06:44:05,-122,0.5500000119,907.52,90,1,2,0.69,4.4
2017-07-02 06:46:37,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 06:49:10,-122,0.5500000119,907.52,90,1,2,0.57,4.4
2017-07-02 06:51:42,-122,0.5500000119,907.52,90,1,2,0.53,4.4
2017-07-02 06:54:15,-122,0.5500000119,907.52,90,1,2,0.48,4.4
2017-07-02 06:56:48,-122,0.5500000119,907.52,90,1,2,0.57,4.4
2017-07-02 06:59:21,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 07:01:53,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 07:04:25,-122,0.5500000119,907.52,90,1,2,0.6,4.4
2017-07-02 07:06:58,-122,0.5500000119,907.52,90,1,2,0.41,4.4
2017-07-02 07:09:31,-122,0.5500000119,907.52,90,1,2,0.65,4.4
2017-07-02 07:12:03,-122,0.5500000119,907.52,90,1,2,0.61,4.4
2017-07-02 07:14:36,-122,0.5500000119,907.52,90,1,2,0.49,4.4
2017-07-02 07:17:08,-122,0.5500000119,907.52,90,1,2,0.52,4.4
2017-07-02 07:19:42,-122,0.5500000119,907.52,90,1,2,0.49,4.4
2017-07-02 07:22:14,-122,0.5500000119,907.52,90,1,2,0.6,4.4
2017-07-02 07:24:47,-122,0.5500000119,907.52,90,1,2,0.55,4.4
2017-07-02 07:27:20,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 07:29:52,-122,0.5500000119,907.52,90,1,2,0.53,4.3
2017-07-02 07:32:25,-122,0.5500000119,907.52,90,1,2,0.51,4.4
2017-07-02 07:34:58,-122,0.5500000119,907.52,90,1,2,0.52,4.4
2017-07-02 07:37:31,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 07:40:03,-122,0.5500000119,907.52,90,1,2,0.62,4.4
2017-07-02 07:42:36,-122,0.5500000119,907.52,90,1,2,0.44,4.4
2017-07-02 07:45:09,-122,0.5500000119,907.52,90,1,2,0.59,4.4
2017-07-02 07:47:42,-122,0.5500000119,907.52,90,1,2,0.49,4.4
2017-07-02 07:50:15,-122,0.5500000119,907.52,90,1,2,0.57,4.4
2017-07-02 07:52:48,-122,0.5500000119,907.52,90,1,2,0.58,4.4
2017-07-02 07:55:21,-122,0.5500000119,907.52,90,1,2,0.55,4.4
2017-07-02 07:57:53,-122,0.5500000119,907.52,90,1,2,0.55,4.4
2017-07-02 08:00:26,-122,0.5500000119,907.52,90,1,2,0.49,4.4
2017-07-02 08:03:11,-122,0.5500000119,907.52,90,1,2,0.49,4.4
2017-07-02 08:05:44,-122,0.5500000119,907.52,90,1,2,0.58,4.4
